ITEM_MAT_LIQUID_001,Clean Water
NORMAL_QUEST_ONLY_TALK_088,
NORMAL_QUEST_ONLY_TALK_089,
NORMAL_QUEST_ONLY_TALK_090,
NORMAL_QUEST_ONLY_TALK_091,
NORMAL_QUEST_ONLY_TALK_092,
NORMAL_QUEST_ONLY_TALK_093,
NORMAL_QUEST_ONLY_TALK_094,
NORMAL_QUEST_ONLY_TALK_095,
NORMAL_QUEST_ONLY_TALK_096,
NORMAL_QUEST_ONLY_TALK_097,
NORMAL_QUEST_ONLY_TALK_098,
NORMAL_QUEST_ONLY_TALK_099,
NORMAL_QUEST_ONLY_TALK_100,
NORMAL_QUEST_ONLY_TALK_101,
NORMAL_QUEST_ONLY_TALK_102,
NORMAL_QUEST_ONLY_TALK_103,
NORMAL_QUEST_ONLY_TALK_104,
NORMAL_QUEST_ONLY_TALK_105,
NORMAL_QUEST_ONLY_TALK_106,
NORMAL_QUEST_ONLY_TALK_107,
NORMAL_QUEST_ONLY_TALK_108,
NORMAL_QUEST_ONLY_TALK_109,
NORMAL_QUEST_ONLY_TALK_110,
NORMAL_QUEST_ONLY_TALK_111,
NORMAL_QUEST_ONLY_TALK_112,
NORMAL_QUEST_ONLY_TALK_113,
NORMAL_QUEST_ONLY_TALK_114,
NORMAL_QUEST_ONLY_TALK_115,
NORMAL_QUEST_ONLY_TALK_116,
NORMAL_QUEST_ONLY_TALK_117,
NORMAL_QUEST_ONLY_TALK_118,
NORMAL_QUEST_ONLY_TALK_119,
NORMAL_QUEST_ONLY_TALK_120,
NORMAL_QUEST_ONLY_TALK_121,
NORMAL_QUEST_ONLY_TALK_122,
NORMAL_QUEST_ONLY_TALK_123,
NORMAL_QUEST_ONLY_TALK_124,
NORMAL_QUEST_ONLY_TALK_125,
NORMAL_QUEST_ONLY_TALK_126,
NORMAL_QUEST_ONLY_TALK_127,
NORMAL_QUEST_ONLY_TALK_128,
NORMAL_QUEST_ONLY_TALK_129,
NORMAL_QUEST_ONLY_TALK_130,
NORMAL_QUEST_ONLY_TALK_131,
NORMAL_QUEST_ONLY_TALK_132,
NORMAL_QUEST_ONLY_TALK_133,
NORMAL_QUEST_ONLY_TALK_134,
NORMAL_QUEST_ONLY_TALK_135,
NORMAL_QUEST_ONLY_TALK_136,
NORMAL_QUEST_ONLY_TALK_137,
NORMAL_QUEST_ONLY_TALK_138,
NORMAL_QUEST_ONLY_TALK_139,
NORMAL_QUEST_ONLY_TALK_140,
NORMAL_QUEST_ONLY_TALK_141,
NORMAL_QUEST_ONLY_TALK_142,
NORMAL_QUEST_ONLY_TALK_143,
NORMAL_QUEST_ONLY_TALK_144,
NORMAL_QUEST_ONLY_TALK_145,
NORMAL_QUEST_ONLY_TALK_146,
NORMAL_QUEST_ONLY_TALK_147,
NORMAL_QUEST_ONLY_TALK_148,
NORMAL_QUEST_ONLY_TALK_149,
NORMAL_QUEST_ONLY_TALK_150,
NORMAL_QUEST_ONLY_TALK_151,
NORMAL_QUEST_ONLY_TALK_152,
NORMAL_QUEST_ONLY_TALK_153,
NORMAL_QUEST_ONLY_TALK_154,
NORMAL_QUEST_ONLY_TALK_155,
NORMAL_QUEST_ONLY_TALK_156,
NORMAL_QUEST_ONLY_TALK_157,
NORMAL_QUEST_ONLY_TALK_158,
NORMAL_QUEST_ONLY_TALK_159,
NORMAL_QUEST_ONLY_TALK_160,
NORMAL_QUEST_ONLY_TALK_161,
NORMAL_QUEST_ONLY_TALK_162,
NORMAL_QUEST_ONLY_TALK_163,
NORMAL_QUEST_ONLY_TALK_164,
NORMAL_QUEST_ONLY_TALK_165,
NORMAL_QUEST_ONLY_TALK_166,
NORMAL_QUEST_ONLY_TALK_167,
NORMAL_QUEST_ONLY_TALK_168,
NORMAL_QUEST_ONLY_TALK_169,
NORMAL_QUEST_ONLY_TALK_170,
NORMAL_QUEST_ONLY_TALK_171,
NORMAL_QUEST_ONLY_TALK_172,
NORMAL_QUEST_ONLY_TALK_173,
NORMAL_QUEST_ONLY_TALK_174,
NORMAL_QUEST_ONLY_TALK_175,
NORMAL_QUEST_ONLY_TALK_176,
NORMAL_QUEST_ONLY_TALK_177,
NORMAL_QUEST_ONLY_TALK_178,
NORMAL_QUEST_ONLY_TALK_179,
NORMAL_QUEST_ONLY_TALK_180,
NORMAL_QUEST_ONLY_TALK_181,
NORMAL_QUEST_ONLY_TALK_182,
NORMAL_QUEST_ONLY_TALK_183,
NORMAL_QUEST_ONLY_TALK_184,
NORMAL_QUEST_ONLY_TALK_185,
NORMAL_QUEST_ONLY_TALK_186,
NORMAL_QUEST_ONLY_TALK_187,
NORMAL_QUEST_ONLY_TALK_188,
NORMAL_QUEST_ONLY_TALK_189,
NORMAL_QUEST_ONLY_TALK_190,
NORMAL_QUEST_ONLY_TALK_191,
NORMAL_QUEST_ONLY_TALK_192,
NORMAL_QUEST_ONLY_TALK_193,
NORMAL_QUEST_ONLY_TALK_194,
NORMAL_QUEST_ONLY_TALK_195,
NORMAL_QUEST_ONLY_TALK_196,
NORMAL_QUEST_ONLY_TALK_197,
NORMAL_QUEST_ONLY_TALK_198,
NORMAL_QUEST_ONLY_TALK_199,
NORMAL_QUEST_ONLY_TALK_200,
NORMAL_QUEST_ONLY_TALK_201,
NORMAL_QUEST_ONLY_TALK_202,
NORMAL_QUEST_ONLY_TALK_203,
NORMAL_QUEST_ONLY_TALK_204,
NORMAL_QUEST_ONLY_TALK_205,
NORMAL_QUEST_ONLY_TALK_206,
NORMAL_QUEST_ONLY_TALK_207,
NORMAL_QUEST_ONLY_TALK_208,
NORMAL_QUEST_ONLY_TALK_209,
NORMAL_QUEST_ONLY_TALK_210,
NORMAL_QUEST_ONLY_TALK_211,
NORMAL_QUEST_ONLY_TALK_212,
NORMAL_QUEST_ONLY_TALK_213,
NORMAL_QUEST_ONLY_TALK_214,
NORMAL_QUEST_ONLY_TALK_215,
NORMAL_QUEST_ONLY_TALK_216,
NORMAL_QUEST_ONLY_TALK_217,
NORMAL_QUEST_ONLY_TALK_218,
NORMAL_QUEST_ONLY_TALK_219,
NORMAL_QUEST_ONLY_TALK_220,
NORMAL_QUEST_ONLY_TALK_221,
NORMAL_QUEST_ONLY_TALK_222,
NORMAL_QUEST_ONLY_TALK_223,
NORMAL_QUEST_ONLY_TALK_224,
NORMAL_QUEST_ONLY_TALK_225,
NORMAL_QUEST_ONLY_TALK_226,
NORMAL_QUEST_ONLY_TALK_227,
NORMAL_QUEST_ONLY_TALK_228,
NORMAL_QUEST_ONLY_TALK_229,
NORMAL_QUEST_ONLY_TALK_230,
NORMAL_QUEST_ONLY_TALK_231,
NORMAL_QUEST_ONLY_TALK_232,
NORMAL_QUEST_ONLY_TALK_233,
NORMAL_QUEST_ONLY_TALK_234,
NORMAL_QUEST_ONLY_TALK_235,
NORMAL_QUEST_ONLY_TALK_236,
NORMAL_QUEST_ONLY_TALK_237,
NORMAL_QUEST_ONLY_TALK_238,
NORMAL_QUEST_ONLY_TALK_239,
NORMAL_QUEST_ONLY_TALK_240,
NORMAL_QUEST_ONLY_TALK_241,
NORMAL_QUEST_ONLY_TALK_242,
NORMAL_QUEST_ONLY_TALK_243,
NORMAL_QUEST_ONLY_TALK_244,
NORMAL_QUEST_ONLY_TALK_245,
NORMAL_QUEST_ONLY_TALK_246,
NORMAL_QUEST_ONLY_TALK_247,
NORMAL_QUEST_ONLY_TALK_248,
NORMAL_QUEST_ONLY_TALK_249,
NORMAL_QUEST_ONLY_TALK_250,
NORMAL_QUEST_ONLY_TALK_251,
NORMAL_QUEST_ONLY_TALK_252,
NORMAL_QUEST_ONLY_TALK_253,
NORMAL_QUEST_ONLY_TALK_254,
NORMAL_QUEST_ONLY_TALK_255,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_QN06_010,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_QN06_080,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_QN10_090,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_QN11_090,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_004,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_005,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_006,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_007,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_008,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_009,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_010,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_011,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_012,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_013,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_014,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_015,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_016,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_017,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_018,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_019,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_020,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_021,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_022,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_023,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_024,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_025,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_026,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_027,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_028,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_029,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_030,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_031,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_032,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_033,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_034,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_035,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_036,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_037,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_038,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_039,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_040,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_041,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_042,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_043,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_044,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_045,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_046,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_047,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_048,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_049,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_050,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_051,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_052,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_053,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_054,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_055,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_056,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_057,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_058,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_059,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_060,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_061,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_062,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_063,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_064,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_065,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_066,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_067,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_068,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_069,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_070,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_071,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_072,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_073,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_074,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_075,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_076,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_077,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_078,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_079,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_080,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_081,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_082,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_083,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_084,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_085,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_086,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_087,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_088,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_089,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_090,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_091,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_092,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_093,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_094,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_095,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_096,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_097,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_098,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_099,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_100,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_101,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_102,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_103,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_104,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_105,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_106,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_107,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_108,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_109,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_110,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_111,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_112,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_113,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_114,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_115,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_116,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_117,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_118,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_119,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_120,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_121,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_122,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_123,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_124,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_125,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_126,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_127,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_128,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_129,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_130,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_131,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_132,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_133,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_134,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_135,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_136,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_137,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_138,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_139,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_140,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_141,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_142,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_143,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_144,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_145,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_146,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_147,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_148,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_149,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_150,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_151,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_152,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_153,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_154,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_155,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_156,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_157,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_158,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_159,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_160,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_161,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_162,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_163,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_164,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_165,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_166,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_167,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_168,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_169,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_170,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_171,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_172,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_173,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_174,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_175,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_176,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_177,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_178,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_179,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_180,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_181,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_182,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_183,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_184,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_185,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_186,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_187,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_188,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_189,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_190,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_191,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_192,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_193,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_194,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_195,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_196,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_197,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_198,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_199,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_200,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_201,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_202,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_203,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_204,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_205,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_206,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_207,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_208,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_209,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_210,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_211,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_212,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_213,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_214,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_215,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_216,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_217,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_218,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_219,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_220,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_221,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_222,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_223,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_224,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_225,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_226,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_227,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_228,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_229,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_230,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_231,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_232,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_233,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_234,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_235,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_236,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_237,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_238,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_239,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_240,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_241,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_242,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_243,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_244,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_245,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_246,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_247,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_248,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_249,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_250,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_251,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_252,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_253,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_254,
NORMAL_QUEST_TALK_TO_SEVERAL_PEOPLE_255,
NORMAL_QUEST_SPONTANEOUS_000,
NORMAL_QUEST_SPONTANEOUS_001,
NORMAL_QUEST_SPONTANEOUS_002,
NORMAL_QUEST_SPONTANEOUS_003,
NORMAL_QUEST_SPONTANEOUS_004,
NORMAL_QUEST_SPONTANEOUS_005,
NORMAL_QUEST_SPONTANEOUS_006,
NORMAL_QUEST_SPONTANEOUS_007,
NORMAL_QUEST_SPONTANEOUS_008,
NORMAL_QUEST_SPONTANEOUS_009,
NORMAL_QUEST_SPONTANEOUS_010,
NORMAL_QUEST_SPONTANEOUS_011,
NORMAL_QUEST_SPONTANEOUS_012,
NORMAL_QUEST_SPONTANEOUS_013,
NORMAL_QUEST_SPONTANEOUS_014,
NORMAL_QUEST_SPONTANEOUS_015,
NORMAL_QUEST_SPONTANEOUS_016,
NORMAL_QUEST_SPONTANEOUS_017,
NORMAL_QUEST_SPONTANEOUS_018,
NORMAL_QUEST_SPONTANEOUS_019,
NORMAL_QUEST_SPONTANEOUS_020,
NORMAL_QUEST_SPONTANEOUS_021,
NORMAL_QUEST_SPONTANEOUS_022,
NORMAL_QUEST_SPONTANEOUS_023,
NORMAL_QUEST_SPONTANEOUS_024,
NORMAL_QUEST_SPONTANEOUS_025,
NORMAL_QUEST_SPONTANEOUS_026,
NORMAL_QUEST_SPONTANEOUS_027,
NORMAL_QUEST_SPONTANEOUS_028,
NORMAL_QUEST_SPONTANEOUS_029,
NORMAL_QUEST_SPONTANEOUS_030,
NORMAL_QUEST_SPONTANEOUS_031,
NORMAL_QUEST_SPONTANEOUS_032,
NORMAL_QUEST_SPONTANEOUS_033,
NORMAL_QUEST_SPONTANEOUS_034,
NORMAL_QUEST_SPONTANEOUS_035,
NORMAL_QUEST_SPONTANEOUS_036,
NORMAL_QUEST_SPONTANEOUS_037,
NORMAL_QUEST_SPONTANEOUS_038,
NORMAL_QUEST_SPONTANEOUS_039,
NORMAL_QUEST_SPONTANEOUS_040,
NORMAL_QUEST_SPONTANEOUS_041,
NORMAL_QUEST_SPONTANEOUS_042,
NORMAL_QUEST_SPONTANEOUS_043,
NORMAL_QUEST_SPONTANEOUS_044,
NORMAL_QUEST_SPONTANEOUS_045,
NORMAL_QUEST_SPONTANEOUS_046,
